,review_id,token_count
910,37149414,69
911,37148835,77
912,37148745,65
913,37148680,65
914,37131405,59
915,37131004,66
916,37130905,70
917,37130742,64
918,37121935,50
919,37116428,71
920,37116339,60
921,37115956,70
922,37115912,59
923,37115824,331
924,37100135,73
925,37097152,49
926,37094785,195
927,37077645,73
928,37077403,62
929,37076955,55
930,37076739,68
931,37073345,72
932,37072886,49
933,37054976,19
934,37053325,13
935,37051757,63
936,37043916,31
937,37040255,26
938,37039536,58
939,37034975,59
940,37034888,72
941,37034831,56
942,37033081,49
943,37029873,39
944,37012946,61
945,37012926,65
946,37012906,62
947,37012887,68
948,37006427,16
949,37001095,34
950,36990978,13
951,36956914,92
952,36956504,75
953,36954549,33
954,36954408,20
955,36953130,32
956,36952944,22
957,36946086,29
958,36944576,64
959,36941983,70
960,36941958,69
961,36941931,70
962,36941916,66
963,36941485,76
964,36941447,70
965,36941428,70
966,36932979,425
967,36908337,66
968,36906949,73
969,36906390,68
970,36905943,67
971,36901253,56
972,36882388,255
973,36872746,59
974,36872636,62
975,36872029,59
976,36871771,64
977,36863286,22
978,36857791,20
979,36853148,56
980,36853058,61
981,36853014,58
982,36852959,59
983,36852883,55
984,36837360,64
985,36837348,58
986,36837328,55
987,36837315,55
988,36837303,55
989,36763034,28
990,36747201,281
991,36726803,23
992,36725699,60
993,36720336,73
994,36719174,120
995,36715945,201
996,36707558,20
997,36704059,65
998,36688992,18
999,35250540,71
1000,36659999,40
1001,36651400,103
1002,36645187,61
1003,36629197,52
1004,36617446,57
1005,36615123,53
1006,36606452,139
1007,36598620,31
1008,36572588,19
1009,33940498,160
1010,36553540,311
1011,36546263,30
1012,36528135,60
1013,36527910,329
1014,36521077,107
1015,36492514,926
1016,34486987,348
1017,36169148,29
1018,36463197,14
1019,36462766,21
1020,36462633,34
1021,36460253,34
1022,36459188,383
1023,36455932,22
1024,36454958,146
1025,36442166,36
1026,36440880,54
1027,36439231,54
1028,36433595,73
1029,36424547,409
1030,36417500,21
1031,36412942,9
1032,36404770,17
1033,36404392,47
1034,36404229,57
1035,36374017,14
1036,36373762,84
1037,36372942,9
1038,36364725,119
1039,36358841,10
1040,36357553,14
1041,35318304,96
1042,36356296,25
1043,36354264,18
1044,34477378,39
1045,36343615,18
1046,36338970,25
1047,34565770,43
1048,36227217,58
1049,33977242,13
1050,36212261,133
1051,36210138,9
1052,35924946,1579
1053,36184942,166
1054,36176530,120
1055,36175456,33
1056,36160970,140
1057,36157193,14
1058,34715881,11
1059,36137708,27
1060,36134042,42
1061,36132110,68
1062,36131514,174
1063,36129672,40
1064,36123747,52
1065,36116383,39
1066,36106696,73
1067,35777771,426
1068,36098896,15
1069,36084550,46
1070,36083309,29
1071,36081103,247
1072,36080158,16
1073,36077568,32
1074,36075300,30
1075,36075079,48
1076,36074964,18
1077,36071368,173
1078,36069028,42
1079,36068643,12
1080,36067445,222
1081,36065676,13
1082,35759411,21
1083,36064984,48
1084,35992310,27
1085,35970697,412
1086,35965782,191
1087,35484284,94
1088,35959457,34
1089,35948676,46
1090,35943783,23
1091,35943146,16
1092,35938234,26
1093,35936448,54
1094,34424509,674
1095,35933436,200
1096,35933425,30
1097,35932052,14
1098,35931897,30
1099,34868230,27
1100,35927961,26
1101,35926374,23
1102,35919138,67
1103,35918926,38
1104,35918432,48
1105,35911360,56
1106,35908464,234
1107,35903562,23
1108,35902416,22
1109,35895815,23
1110,35895617,27
1111,35894341,88
1112,35893972,206
1113,35186998,311
1114,34874487,67
1115,35887557,37
1116,35483460,20
1117,35882128,28
1118,35873472,35
1119,35866743,37
1120,35863211,66
1121,35862539,80
1122,35858467,33
1123,35856552,47
1124,35853712,20
1125,35849421,33
1126,35847091,14
1127,35836814,50
1128,35832669,524
1129,34602864,425
1130,35809129,72
1131,35808902,43
1132,35729698,95
1133,35410446,842
1134,35797699,25
1135,35794277,51
1136,35789694,18
1137,35788988,25
1138,35786859,34
1139,35786818,34
1140,35786218,50
1141,35785089,9
1142,35780754,31
1143,35769715,50
1144,35720307,36
1145,35720242,58
1146,35612877,46
1147,35712717,37
1148,35711191,217
1149,35703761,49
1150,35703652,167
1151,34709008,598
1152,35701069,291
1153,35697260,53
1154,35693064,20
1155,35691925,43
1156,35688893,41
1157,35687157,20
1158,35686430,107
1159,35680372,421
1160,35678806,14
1161,35675861,74
1162,35674015,65
1163,35669917,54
1164,35668544,248
1165,35665706,39
1166,35665215,23
1167,35663097,214
1168,35661767,9
1169,35658357,15
1170,35655076,52
1171,35654922,10
1172,35483191,44
1173,35651956,26
1174,35648760,53
1175,35647347,50
1176,35647164,23
1177,35646342,31
1178,35645561,12
1179,35641741,70
1180,35506346,26
1181,35640033,154
1182,35635973,26
1183,35634410,485
1184,35634044,56
1185,35631868,19
1186,35629293,9
1187,35481925,136
1188,35628480,23
1189,35627024,91
1190,35624138,219
1191,35624171,167
1192,35622257,11
1193,35619604,17
1194,35614749,18
1195,35613220,16
1196,33268910,20
1197,35611214,27
1198,35608474,53
1199,35608183,43
1200,35608161,28
1201,35607780,19
1202,35605840,13
1203,35604422,30
1204,35604148,14
1205,35603632,120
1206,35600392,28
1207,35599747,53
1208,35598378,16
1209,35598302,39
1210,35597442,21
1211,35597300,16
1212,35596997,54
1213,35596482,15
1214,35481949,10
1215,35191427,197
1216,35588040,55
1217,35587492,46
1218,35566584,8
1219,35566484,38
1220,35565500,43
1221,35565349,111
1222,34551043,1760
1223,35564888,528
1224,35562503,104
1225,35562360,117
1226,35561811,39
1227,35559817,50
1228,35559779,24
1229,35559148,31
1230,35558513,22
1231,35557728,15
1232,35557410,25
1233,35557367,431
1234,35556431,1213
1235,35555741,16
1236,35555406,9
1237,35555274,61
1238,35554502,22
1239,35554123,57
1240,35554031,25
1241,35548423,153
1242,35551163,23
1243,35550519,14
1244,35549788,21
1245,35549577,57
1246,35548009,262
1247,35547783,48
1248,35547752,15
1249,35547434,27
1250,35547429,23
1251,35546817,183
1252,35546799,129
1253,35546611,39
1254,35546540,277
1255,35525693,34
1256,35524927,245
1257,35524654,47
1258,35524612,19
1259,35524069,10
1260,35523073,21
1261,23663142,254
1262,35518785,24
1263,35518695,12
1264,35518049,17
1265,35517685,25
1266,35515967,14
1267,35515872,41
1268,35515843,24
1269,35512425,25
1270,35511995,70
1271,35510662,183
1272,35510538,25
1273,35509812,105
1274,35509461,152
1275,35508785,14
1276,35508121,13
1277,35507782,77
1278,35507380,20
1279,35506500,65
1280,35506198,25
1281,35501282,25
1282,35499486,17
1283,35499329,20
1284,35499075,22
1285,35496280,188
1286,35495911,14
1287,35494500,9
1288,35493069,13
1289,35492916,19
1290,35492750,40
1291,35492642,39
1292,35492533,35
1293,35492322,15
1294,35491971,13
1295,35491108,31
1296,35490771,112
1297,35490728,22
1298,35490605,110
1299,35490421,19
1300,35490284,20
1301,35489650,51
1302,35489397,10
1303,35489284,20
1304,35489072,20
1305,35488812,17
1306,35488804,19
1307,35488796,120
1308,35488781,24
1309,35488723,75
1310,35488710,17
1311,35488687,37
1312,35488655,32
1313,35488583,30
1314,35488580,25
1315,35488365,11
1316,35488248,32
1317,35488214,42
1318,35488196,75
1319,35488056,49
1320,35487847,19
1321,35487745,53
1322,35487717,34
1323,35487711,11
1324,35487693,118
1325,35487678,45
1326,35487641,18
1327,35487509,39
1328,35487474,11
1329,35487330,62
1330,35487324,88
1331,35487239,48
1332,35487185,15
1333,35487178,19
1334,35487177,10
1335,35487049,11
1336,35487031,15
1337,35486795,39
1338,35486791,42
1339,35486710,19
1340,35486690,24
1341,35486679,10
1342,35486495,24
1343,35486404,24
1344,35486380,10
1345,35486303,11
1346,35486198,288
1347,35486100,32
1348,35486039,45
1349,35485986,10
1350,35485968,17
1351,35485927,15
1352,35485906,18
1353,35485905,45
1354,35485895,24
1355,35485833,48
1356,35485799,9
1357,35485765,20
1358,35485679,11
1359,35485599,48
1360,35485556,19
1361,35485549,23
1362,35485547,32
1363,35485514,27
1364,35485511,21
1365,35485504,19
1366,35485498,62
1367,35485494,29
1368,35485487,29
1369,35485486,48
1370,35485452,24
1371,35485444,26
1372,35485439,9
1373,35485431,27
1374,35485200,29
1375,35485197,44
1376,35485183,9
1377,35485160,18
1378,35485091,16
1379,35485038,63
1380,35485037,33
1381,35485029,16
1382,35485023,13
1383,35485013,9
1384,35484986,15
1385,35484976,80
1386,35484972,9
1387,35484970,27
1388,35484262,51
1389,35484943,9
1390,35484913,59
1391,35484906,9
1392,35484866,120
1393,35484848,33
1394,35484847,19
1395,35484834,15
1396,35484810,43
1397,35484788,46
1398,35484768,86
1399,35484764,42
1400,35484741,45
1401,35484735,10
1402,35484727,22
1403,35484717,67
1404,35484701,20
1405,35484699,54
1406,35484683,13
1407,35484671,19
1408,35484660,50
1409,35484645,85
1410,35484634,15
1411,35484618,105
1412,35484610,13
1413,35484608,16
1414,35484599,12
1415,35484593,31
1416,35484548,9
1417,35484537,17
1418,35484511,10
1419,35484510,26
1420,35484505,20
1421,35484478,26
1422,35484442,17
1423,35484415,16
1424,35484414,28
1425,35484412,22
1426,35484407,34
1427,35484405,15
1428,35484400,36
1429,35484392,8
1430,35484383,13
1431,35484381,12
1432,35484379,11
1433,35484366,10
1434,35484355,21
1435,35484353,16
1436,35484345,12
1437,35484344,38
1438,35484340,43
1439,35484337,16
1440,35484329,15
1441,35484318,14
1442,35484317,20
1443,35484313,80
1444,35484299,63
1445,35484298,16
1446,35484296,8
1447,35484289,9
1448,35484287,20
1449,35484286,44
1450,35484279,14
1451,35484277,45
1452,35484269,15
1453,35484265,16
1454,35484264,11
1455,35484253,15
1456,35484251,13
1457,35484245,822
1458,35484232,11
1459,35484231,26
1460,35484230,20
1461,35484229,12
1462,35484224,15
1463,35484223,23
1464,35484216,39
1465,35483930,61
1466,35484204,15
1467,35484199,16
1468,35484177,186
1469,35484173,35
1470,35484169,42
1471,35484167,24
1472,35484148,29
1473,35484141,30
1474,35484134,9
1475,35484130,79
1476,35484118,25
1477,35484116,11
1478,35484115,50
1479,35484114,98
1480,35484103,58
1481,35484100,11
1482,35484079,32
1483,35484076,12
1484,35484070,16
1485,35484066,10
1486,35484063,18
1487,35484044,14
1488,35484025,29
1489,35484022,40
1490,35484012,34
1491,35484002,13
1492,35190465,69
1493,35483980,12
1494,35481847,99
1495,35483946,28
1496,35483932,11
1497,35483920,474
1498,35483919,13
1499,35483912,10
1500,35483867,97
1501,35483864,29
1502,35483862,55
1503,35483831,93
1504,35483814,17
1505,35483811,10
1506,35483805,10
1507,35483781,45
1508,35483778,37
1509,35483760,18
1510,35483759,10
1511,35483757,9
1512,35483748,14
1513,35483632,16
1514,35483627,30
1515,35483605,13
1516,35483597,53
1517,35483581,163
1518,35483577,64
1519,35483574,28
1520,35483571,19
1521,35483570,151
1522,35483569,11
1523,35483563,68
1524,35483554,10
1525,35483544,9
1526,35483524,11
1527,35483521,47
1528,35483510,23
1529,35483507,11
1530,35483500,74
1531,35483483,41
1532,35483482,17
1533,35483478,17
1534,35483467,22
1535,35483461,9
1536,35483453,17
1537,35483447,12
1538,35483423,13
1539,35483420,20
1540,35483404,18
1541,35483398,57
1542,35483389,17
1543,35483388,25
1544,35483378,23
1545,35483375,49
1546,35483373,88
1547,35483366,69
1548,35483349,9
1549,35483341,9
1550,35483336,21
1551,35483330,27
1552,35483314,67
1553,35483313,17
1554,35483301,31
1555,35483280,12
1556,35483268,17
1557,35483260,14
1558,35483258,20
1559,35483256,50
1560,35483246,11
1561,35483242,12
1562,35483239,42
1563,35483228,19
1564,35483227,39
1565,35483225,10
1566,35483224,16
1567,35483222,12
1568,35483217,17
1569,35483211,9
1570,35483202,39
1571,35483199,85
1572,35483170,13
1573,35483164,19
1574,35483161,24
1575,35483156,16
1576,35483154,18
1577,35483148,62
1578,35483141,34
1579,35483102,20
1580,35483095,15
1581,35483094,9
1582,35483091,9
1583,35483090,16
1584,35483089,64
1585,35483086,21
1586,35483081,32
1587,35483076,55
1588,35483069,17
1589,35483063,22
1590,35483034,54
1591,35483029,10
1592,35483025,32
1593,35483016,13
1594,35483013,15
1595,35483006,10
1596,35483004,31
1597,35482996,39
1598,35482989,24
1599,35482985,23
1600,35482982,20
1601,35482973,18
1602,35482971,26
1603,35482969,225
1604,35482967,13
1605,35482961,11
1606,35482959,66
1607,35482949,34
1608,35482947,11
1609,35482943,30
1610,35482942,40
1611,35482938,96
1612,35482923,28
1613,35482916,16
1614,35482912,56
1615,35482907,22
1616,35482906,15
1617,35482895,20
1618,35482889,19
1619,35482882,30
1620,35482881,56
1621,35482847,59
1622,35482846,21
1623,35482831,48
1624,35482830,107
1625,35482828,12
1626,35482823,16
1627,35482814,28
1628,35482808,13
1629,35482802,17
1630,35482798,22
1631,35482792,18
1632,35482789,17
1633,35482788,56
1634,35482778,17
1635,35482772,32
1636,35482768,15
1637,35482767,21
1638,35482763,29
1639,35482752,10
1640,35482748,27
1641,35482745,16
1642,35482738,32
1643,35482736,9
1644,35482729,8
1645,35482728,13
1646,35482707,29
1647,35482699,30
1648,35482695,31
1649,35482690,34
1650,35482689,9
1651,35482674,25
1652,35482670,100
1653,35482669,22
1654,35482666,11
1655,35482661,65
1656,35482659,33
1657,35482657,33
1658,35482647,13
1659,35482644,29
1660,35482641,15
1661,35482635,29
